@rowCount	878
w	d	n	t	g	r	s	v	b
relcuktai	$t_1$=$c_1$ - это двойной круг.	{re}, {cukla}, {tarmi}; {cuktai}	lujvo	двойной круг			re;cukla;tarmi
relmasti	$x_1$ это февраль/2-ой месяц года $x_2$ по календарю $x_3$	См. {pavmasti}, {nanca}	lujvo				re;masti
re mai	междометие-рассуждение: второе порядковое высказывание		cmavo-compound	во-вторых		MAI*
re mei	количественная selbri: преобразует 2 в количественное selbri; $x_1$ это множество из пары членов $x_2$		cmavo-compound	является парой		MOI*
remna	$x_1$ — человек ([Homo sapiens])	{nanmu} (мужчина), {ninmu} (женщина), {prenu} (персона)	gismu	человек (Homo sapiens)	rem;re'a;remn;remna
re'u	преобразует число в объективно измеряемый порядковый модификатор интервала; по умолчанию временного интервала		cmavo	порядковый временной интервал		ROI
remnkimi	$x_1$ - коптский в аспекте $x_2$		fu'ivla	коптский
re moi	количественная selbri: преобразует 2 в порядковую selbri; $x_1$ является вторым среди $x_2$, упорядочиваемых по правилу $x_3$		cmavo-compound	является вторым среди		MOI*
re no	число/количество: 20 [двадцать]		cmavo-compound	20		PA*
re no mei	количественная selbri: преобразует 20 в количественное selbri; $x_1$ это множество из двух десятков членов $x_2$		cmavo-compound	является двумя десятками		MOI*
re no no	число/количество: 200 [двести]		cmavo-compound	200		PA*
renro	$x_1$ бросает/кидает/швыряет/мечет $x_2$ в/к/в направлении $x_3$ (источник движения — $x_1$)	{cecla} (стрелять) (more general term), {danti} (снаряд [метательный])	gismu	бросать	rer;re'o;renr;renro
renvi	$x_1$ выдерживает/переносит $x_2$ (событие/воздействие) в течение $x_3$ (длительность)	Также: $x_1$ устойчив к $x_2$; $x_1$ продержится в течение $x_3$; $x_1$ — устойчивый, стойкий, прочный {ranji} (продолжаться), {kuspe} (простираться), {randa} (уступать), {lifri} (испытывать [о жизненном опыте]), {stali} (оставаться), {temci} (время [промежуток])	gismu	выдерживать	rev;re'i;renv;renvi
ricfu	$x_1$ богат/обилен ресурсами $x_2$ (деньги/имущество/собственность/свойство/аспект)	{solji} (золото), {banzu} (достаточный), {dukse} (избыток), {pindi} (бедный)	gismu	богатый	rif;cfu;ricf;ricfu
rigni	$x_1$ — отвратительный/отталкивающий/мерзкий/противный/[невыносимый] для $x_2$ в условиях $x_3$	{djica} (хотеть), {nelci} (любить [предпочитать]), {trina} (привлекательный), {vamtu} (блевать), {xebni} (ненавидеть), {pluka} (приятный)	gismu	мерзкий	rig;rign;rigni
rijno	$x_1$ — серебро (Ag); $x_1$ содержит серебро	Метафора: ценный, тускнеющий {solji} (золото)	gismu	серебро	rij;rijn;rijno
rilti	$x_1$ — ритм музыки/выразительной формы $x_2$	Не обязательно периодическая/регулярная структура {damri} (барабан [ударный муз. инструмент]), {pemci} (стихотворение), {tonga} (тон), {zgike} (музыка), {slilu} (колебаться), {dikni} (регулярный [циклический]), {sanga} (петь), {morna} (узор)	gismu	ритм	ril;rilt;rilti
rimni	$x_1$ рифмуется/созвучно/аллитерирует с $x_2$ в языке/фонетике $x_3$, в согласии с правилом/принципом звукового соответствия $x_4$ ({ka})	«Рифма» здесь в широком смысле — любое звуковое соответствие {pemci} (стихотворение), {sanga} (петь)	gismu	рифма	rim;rimn;rimni
rinci	$x_1$ (жидкость) вытекает/утекает/стекает/устремляется из $x_2$ через $x_3$ под действием силы $x_4$	$x_3$ напр. водосток, фильтр и т.п.; $x_4$ обычно гравитация {pambe} (насос), {tisna} (наполняться), {setca} (вставлять), {flecu} (поток), {muvdu} (двигаться), {ganxo} (задний проход), {rirxe} (река)	gismu	вытекать	rinc;rinci
rinju	$x_1$ удерживается $x_2$ (чем) от $x_3$ (чего: событие); $x_2$ удерживает $x_1$ от $x_3$	$x_2$ не дает/не позволяет $x_1$ сделать/стать $x_3$: {selri'u}; $x_2$ — ограничитель для $x_1$; $x_2$ обуздывает/стесняет $x_1$; деятельное сдерживание: {ri'urgau}, {ri'urzu'e} {zifre} (свободный), {ralte} (удерживать), {pinfu} (пленник), {kavbu} (ловить), {fanta} (препятствовать [не давать произойти]), {jgari} (держать), {jimte} (граница), {bapli} (заставлять), {curmi} (разрешать [позволять]), {kluza} (облегать [свободно]), {tagji} (облегать [тесно])	gismu	удерживаться от	ri'u;rinj;rinju
rinka	$x_1$ (событие/состояние) есть физическая причина эффекта $x_2$ (событие/состояние) при/в условиях $x_3$; $x_1$ вызывает $x_2$	{gasnu} (делать), {krinu} (резон), {nibli} (влечь [логически]), {te} {zukte} (действовать), {se} {jalge} (результат), {bapli} (заставлять), {jitro} (контролировать), {ri'a}, {mukti} (повод), {ciksi} (объяснять), {xruti} (возвращать)	gismu	физическая причина	rik;ri'a;rink;rinka			ri'a;se ri'a;te ri'a;ri'a nai;se ri'a nai
rinsa	$x_1$ приветствует/салютует/реагирует на прибытие $x_2$ способом $x_3$ (действие)	{friti} (предлагать), {coi}, {co'o}	gismu	приветствовать	rins;rinsa
rirci	$x_1$ — редкий/необычный/нетипичный в отношении свойства $x_2$ ({ka}) член множества $x_3$	$x_3$ — полное описание множества; антоним к {fadni}, {cafne}, {kampu}, {cnano} {cizra} (странный)	gismu	редкий	rirc;rirci
rirni	$x_1$ — родитель/опекун $x_2$; $x_1$ воспитывает/растит ребенка/опекаемого $x_2$	{rorci} (порождать), {mamta} (мать), {patfu} (отец), {sidju} (помогать), {dzena} (предок), {famti} (тетя), {verba} (ребенок), {bersa} (сын)	gismu	родитель	rir;rirn;rirni
rirxe	$x_1$ — река на участке суши $x_2$, питаемая бассейном $x_3$, впадающая в $x_4$	{flecu} (поток), {senta} (слой) для большинства метафор; {daplu} (остров), {djacu} (вода), {lalxu} (озеро), {xamsi} (море), {rinci} (вытекать), {naxle} (канал)	gismu	река	ri'e;rirx;rirxe
rismi	$x_1$ — рис (зерно) вида/сорта $x_2$	{gurni} (зерно)	gismu	рис	ris;rism;rismi
re'o	отношение/направление интервала местоположения; прилежащий к/смежный с/близлежащий у/касаясь/контактируя с ...		cmavo	смежный с		FAhA3
ri'e	модификатор междометия: \n{ri'e} - высвобождение/разрядка эмоций\n{ri'enai} - сдерживание/ограничение  эмоций	См. также {cniri'u}, {cnicru}.	cmavo	высвобождение эмоций		UI5
ri'i	модальный предлог от {lifri}, 1-ое место испытывающий/терпящий/пациенс/метка падежа подверженности; случается с ... (кем), испытываемо ...(кем), подвергается, ...(кто)		cmavo	испытываемый ... (кем)		BAI
re'olte	$x_1$ носит с собой $x_2$	См. также {bevri} - 'нести/носить что-то куда-либо'.	fu'ivla
re roi	модификатор интервала: дважды; объективно количественный интервал; по умолчанию как временной интервал		cmavo-compound	дважды		ROI*
respa	$x_1$ — рептилия/пресмыкающееся вида/разновидности $x_2$	{danlu} (животное), {banfi} (амфибия), {since} (змея)	gismu	рептилия	res;resp;respa
ri'a	модальный предлог от {rinka}, 1-ое место (физически/ментально)             причинно потому что/ибо, ...		cmavo	причинно потому что		BAI
retsku	$x_1$ задаёт вопрос $x_2$, адресуя его $x_3$ (кому) с помощью средства $x_4$, о $x_5$ (ком/чём);$x_1$ спрашивает	См. {cusku}, {spusku}, {spuda}	lujvo	задавать вопрос;спрашивать			preti;cusku
ri'a ma	sumti-вопрос, спрашивающий насчёт фищической причины; почему?		cmavo-compound	по какой причине?		BAI*
ri'a nai	модальный предлог от {rinka}, 1-ое место (физически/ментально)             несмотря на причину, ...		cmavo-compound	несмотря на причину		BAI*
ri'e nai	модификатор междометия: \n{ri'e } - высвобождение/разрядка эмоций\n{ri'e nai} - сдерживание/ограничение эмоций	См. также {cniri'u}, {cnicru}.	cmavo-compound	сдерживание эмоций		UI*5
ri'o	тринарный математический оператор: [интеграл функции a с агрументом b на интервале c]		cmavo	интеграл		VUhU4
ro'a nai	{ro'a } - категория/модификатор эмоции: социально\n{ro'a nai} - не-социально	См. также {jikca}.	cmavo-compound	не-социально		UI*4
ro da	логически количественная универсальная sumti: каждый (если только не ограничен)		cmavo-compound	каждый		KOhA*
rokci	$x_1$ — камень/горная порода типа/состава $x_2$ из местности $x_3$	$x_2$: в состав входит $x_2$ (не обязательно полное описание состава) {kunra} (минерал), {jemna} (самоцвет), {canre} (песок)	gismu	камень	rok;ro'i;rokc;rokci
ro'e	{ro'e} - категория/модификатор эмоции: ментально\n{ro'enai} - без участия ума	См. также {menli}.	cmavo	ментально		UI4
ro'e nai	{ro'e } - категория/модификатор эмоции: ментально\n{ro'e nai} - без участия ума	См. также {menli}.	cmavo-compound	без участия ума		UI*4
romge	$x_1$ — зеркальная/полированная неокисляемая металлическая поверхность из металла $x_2$ (чаще всего, хрома)	{jinme} (металл)	gismu	хром	rog;romg;romge
ropno	$x_1$ — европейский/индоевропейский в аспекте $x_2$	{brito} (британский)	gismu	европейский	ron;ro'o;ropn;ropno
rorci	$x_1$ порождает/производит потомство $x_2$ с партнером-родителем $x_3$	{grute} (плод [фрукт]), {gutra} (матка [анатомия]), {rirni} (родитель), {panzi} (потомок), {mamta} (мать), {patfu} (отец), {tarbi} (эмбрион), {bersa} (сын), {ferti} (плодородный), {jbena} (рожденный), {sovda} (яйцо)	gismu	порождать	ror;rorc;rorci
rozgu	$x_1$ — роза (цветок с характерным шипастым стеблем/ароматом) вида/сорта $x_2$	Не все розы розовые; для обозначения розового цвета предпочтительнее {labyxu'e} {spati} (растение), {xunre} (красный)	gismu	роза	roz;zgu;rozg;rozgu
ruble	$x_1$ слаб/бессилен по свойству/качестве/аспекте $x_2$ ({ka}) по стандарту $x_3$	{carmi} (интенсивный), {vlipa} (могучий), {tsali} (сильный), {kandi} (тусклый), {kandi} (тусклый), {milxe} (умеренный)	gismu	слабый	rub;ble;rubl;ruble
rufsu	$x_1$ — грубый/[зернистый/шероховатый] в отношении текстуры/регулярности	Тонкая/гладкая текстура: {tolrufsu} {xutla} (гладкий), {tengu} (текстура), {vitci} (прерывистый)	gismu	грубый (зернистый)	ruf;rufs;rufsu
runta	$x_1$ растворяется в растворителе $x_2$, образуя раствор/[взвесь] $x_3$ в условиях $x_4$	Взвесь/суспензия: {pucyteryrunta}, {pu'exre} {litki} (жидкость), {mixre} (смесь), {sligu} (твердый [состояние вещества]), {sudga} (сухой)	gismu	растворяться	runt;runta
rupnu	$x_1$ составляет/стоит $x_2$ (количество) основных денежных единиц (рубль/юань/доллар/…) денежной системы $x_3$	$x_1$ обычно цена/стоимость/ценность {jdini} (деньги), {sicni} (монета), {jdima} (цена), {vecnu} (продавать), {fepni} (стоить [в копейках/центах и пр.]), {dekpu} (иметь объем [неметрический]), {gutci} (измеряться [в футах/дюймах и пр.]), {minli} (миля), {merli} (измерять), {bunda} (весить [в неметрических единицах]), {kramu} (акр)	gismu	доллар/рубль	rup;ru'u;rupn;rupnu
rutni	$x_1$ — искусственный/рукотворный; $x_1$ — артефакт; $x_1$ создан/порожден людьми/культурой/{se} {kulnu} (культура [этноса]) $x_2$	{rarna} (естественный), {se} {zbasu} (изготавливать), {gundi} (промышленность), {slasi} (пластмасса)	gismu	искусственный	run;rutn;rutni
ro'i	{ro'i} - категория/модификатор эмоции: эмоционально\n{ro'inai} - не-эмоционально	См. также {cinmo}.	cmavo	эмоционально		UI4
roi	превращает число в объективно количественный модификатор интервала; по умолчанию временной интервал		cmavo	количественный интервал	rom;roi	ROI
ro'i nai	{ro'i } - категория/модификатор эмоции: эмоционально\n{ro'i nai} - не-эмоционально	См. также {cinmo}.	cmavo-compound	не-эмоционально		UI*4
ro mai	междометие-рассуждение: порядковое высказывание: наконец, напоследок, в заключение; последнее порядковое высказывание		cmavo-compound	наконец		MAI*
rotsu	$x_1$ — толстый в направлении/измерении $x_2$ относительно стандарта $x_3$ (относительно длинный в наименьшем измерении)	Также: полный/тучный/дородный (о человеке) {barda} (большой), {cinla} (тонкий), {ganra} (широкий), {clani} (длинный), {condi} (глубокий), {plana} (пухлый), {gutci} (измеряться [в футах/дюймах и пр.]), {minli} (миля)	gismu	толстый	rot;tsu;ro'u;rots;rotsu
ro'o	{ro'o} - категория/модификатор эмоции: физически\n{ro'onai} - отрицая физический аспект	См. также {xadni}.	cmavo	физически		UI4
ro'u	{ro'u} - категория/модификатор эмоции: сексуально\n{ro'unai} - отрицая сексуальный аспект	См. также {cinse}.	cmavo	сексуально		UI4
ru	pro-sumti: дальняя прошедшая sumti, перед всеми другими sumti, для которых активно использование обратного счёта sumti		cmavo	ранняя sumti		KOhA5
ru'a	междометие-свидетельство: я постулирую/принимаю без доказательств	См. также {sruma}.	cmavo	я постулирую		UI2
ru'i	модификатор интервала: постоянно/непрерывно/неизменно; субъективный интервал/модальное слово; по умолчанию как временной интервал		cmavo	непрерывно		TAhE
ru'o	сдвигает буквенные символы в кириллицу		cmavo	сдвиг в кириллицу		BY1
ry	буквенный символ для r		cmavo	r		BY2
romlo	$x_1$ относится к цыганской/Романи культуре/национальности/языку в аспекте $x_2$	См. {kulnu}, {xindo}	experimental gismu	романи;цыган;цыганский	romlo
roMAN	Роман (русское мужское имя)		cmevla	Роман
ro moi	количественная selbri: является последним среди; превращает значение "каждый" в порядковую selbri; $x_1$ - последний среди $x_2$, по правилу $x_3$		cmavo-compound	последний среди		MOI*
ro'o nai	{ro'o } - категория/модификатор эмоции: физически\n{ro'o nai} - отрицая физический аспект	См. также {xadni}.	cmavo-compound	отрицая физический аспект		UI*4
ro roi	модификатор интервала: всегда; объективно количественный интервал; по умолчанию как временной интервал		cmavo-compound	всегда		ROI*
ru'e	междометие: модификатор междометия, дающий слабую интенсивность		cmavo	слабая эмоция		CAI
rotsmela	$x_1$ - это черёмуха вида $x_2$	См. также {tceriomuxa}	lujvo				rotsu;smela
ro'u nai	{ro'u } - категория/модификатор эмоции: сексуально\n{ro'u nai} - отрицая сексуальный аспект	См. также {cinse}.	cmavo-compound	отрицая сексуальный аспект		UI*4
ru'i nai	модификатор интервала: прерывисто/время от времени/подчас/порой/прерываемо; по умолчанию как временной интервал		cmavo-compound	прерывисто		TAhE*
ru'u	отношение/направление интервала местоположения; окружающий/круговой/кольцеобразный ...		cmavo	окружающий		FAhA2
sa	стирает высказывание частично или полностью; следующее слово показывает, сколько нужно стереть		cmavo	стирает высказывание		SA
sa'a	междометие-рассуждение: материал, добавляемый редактором/рассказчиком (текст в скобках)	См. также {setca}.	cmavo	редакторская вставка		UI3a
sa'e	междометие-рассуждение: \n{sa'e} - строго говоря/говоря конкретно/точно\n{sa'enai} - грубо говоря	См. также {satci}, {jibni}.	cmavo	говоря точно		UI3
sa'i	n-арный математический оператор: операнды - это векторы, которые следует рассматривать как столбцы матрицы		cmavo	матрица столбцов		VUhU4
sai	междометие: модификатор междометия, дающий умеренную интенсивность		cmavo	сильная эмоция		CAI
sa'o	тринарный математический оператор: [производная функция от a с аргументом b порядка c]		cmavo	производная функция		VUhU4
sa'u	междометие-рассуждение: \n{sa'u} - проще говоря\n{sa'unai} - говоря развёрнуто/более того	См. также {sampu}, {pluja}.	cmavo	проще говоря		UI3
sau	модальный предлог от {sarcu}, 1-ое место                            требуя (чего) .../нуждаясь в, ...(чём)		cmavo	нуждаясь в ...(чём)		BAI
sa'idzu	$c_1$=$s_1$ идёт/шагает в вертикальном/стоячем положении по поверхности $c_2$=$s_2$ используя конечности $c_3$=$s_3$. $s_1$=$c_1$ - прямоходящий. Вертикаль понимается как (приблизительный) перпендикуляр к поверхности, а не направление гравитационного поля.	Было принято решение использовать слово {sanli}, а не {sraji}, потому что прямохождение остаётся прямохождением в другой системе отсчёта, но связано с поверхностью, в отношении которой оно является отвесным, и осуществляется теми же конечностями, что и стояние.	lujvo	прямоходящий			sanli;cadzu
sajra'a	$x_1$ (du'u) - субъективно, относится к субъекту; $x_1$ (du'u) зависит от восприятия субъекта $x_2$	Антоним - {selsajra'a} - 'объективный'.	lujvo	субъективный			sanji;srana
sa'ai	начало цитаты, заменяющей недавний ошибочно произнесённый текст	См. {le'ai}.	experimental cmavo	цитирование  замещающего текста		LOhAI
sa'ei	преобразует следующую за ним cmevla или zoi-цитату в звукоподражательное слово/ономатопею/звукоподражание. (бам! бабах! юрк! и т.п.)	Более узкое по значению слово, чем {tai'i}. См. также {sance}, {ci'oi}, {ki'ai}.	experimental cmavo	звукоподражание;ономатопея		COI2
sa'e mau'i	точнее сказать; говоря более точно	См. {sa'e}, {mau'i}	cmavo-compound	точнее сказать		UI*3
sa'e nai	междометие-рассуждение: \n{sa'e } - строго говоря/говоря конкретно/точно\n{sa'e nai} - грубо говоря	См. также {satci}, {jibni}.	cmavo-compound	грубо говоря		UI*3
salmone	$x_1$ - это лосось/форель/сёмга вида $x_2$.	См. {finpe}, {sperlanu}	fu'ivla	лосось;сёмга;форель
sangarapa	$x_1$ поёт рэп $x_2$ (текст); $x_1$ - певец-рэппер	См. {zgike}, {sanga}, {tcidu}	fu'ivla	петь рэп
rusLAN	Руслан (русское мужское имя)		cmevla	Руслан
sa'u nai	междометие-рассуждение: \n{sa'u } - проще говоря\n{sa'u nai} - говоря развёрнуто/более того	См. также {sampu}, {pluja}.	cmavo-compound	говоря развёрнуто		UI*3
sazri	$x_1$ работает на/с $x_2$ (аппарат/машина) с целью $x_3$; $x_1$ — оператор/машинист/водитель $x_2$ (чего); ткж. ведет/пилотирует (автомобиль/самолет), управляет	{gidva} (вести [направлять/быть лидером]), {xlura} (влиять), {pilno} (использовать), {tutci} (инструмент), {jitro} (контролировать), {gunka} (работать)	gismu		saz;sazr;sazri
selfu	$x_1$ оказывает $x_2$ (кому) услугу $x_3$; $x_1$ служит/обслуживает $x_2$; $x_1$ — слуга/прислуга $x_2$ (чей), выполняющий работу $x_3$	{sidju} (помогать), {sarji} (поддерживать [помогать]), {gunka} (работать)	gismu	оказывать услугу	sef;se'u;self;selfu
se	2-ая конверсия; меняет местами 1/2-ое места; образует новое selbri из исходного с перестановкой $x_1$ и $x_2$        Так, если {tcidu} означает "читать (что-либо)", то {se tcidu} означает "читаться кем-либо". См. также {te}, {xe}, {ve}		cmavo	2-ая конверсия	sel	SE
se'a	модификатор междометия: \n{se'a} - самодостаточность\n{se'anai} - зависимость	См. также {sezysei}, {kantcu}.	cmavo	самодостаточность		UI5
se'a nai	модификатор междометия: \n{se'a } - самодостаточность\n{se'a nai} - зависимость	См. также {sezysei}, {kantcu}.	cmavo-compound	зависимость		UI*5
se ba'i	модальный предлог от {basti}, 2-е место                            вместо, ...		cmavo-compound	вместо		BAI*
se bai	модальный предлог от {bapli}, 2-е место (принуждаемый/форсируемый результат)           заставляющее/вынуждающее/форсирующее событие/принуждающе приводящее к событию ... (результат, какое, событие)		cmavo-compound	принуждающе приводящее к		BAI*
se bau	модальный предлог от {bangu}, 2-е место (говорящие)                 на языке говорящих, ...		cmavo-compound	на языке (кого)		BAI*
se be'i	модальный предлог от {benji}, 2-е место (сообщение/груз)            передавая/отправляя/пересылая, ...		cmavo-compound	пересылая		BAI*
se ca'i	модальный предлог от {catni}, 2-е место                            авторитетно; с властью/авторитетом/полномочиями над, ...		cmavo-compound	с властью над		BAI*
se cau	модальный предлог от {claxu}, 2-е место (имея нехватку)                  без, ...		cmavo-compound	без		BAI*
se ci'e	модальный предлог от {ciste}, 2-е место                            с системой, имеющей структуру/правила/отношения, ...		cmavo-compound	с системой, имеющей структуру		BAI*
se ci'o	модальный предлог от {cinmo}, 2-е место (показывает отношение/установку)           эмоционально; проявляя эмоцию, ...(какую)		cmavo-compound	проявляя эмоцию ...(какую)		BAI*
se ci'u	модальный предлог от {ckilu}, 2-е место, используется в скалярных отрицаниях    на шкале, измеряющей, ...		cmavo-compound	на шкале, измеряющей ...		BAI*
se cu'u	модальный предлог от {cusku}, 2-е место (высказывание)                   выражая/выразительно;, выражая...		cmavo-compound	выражая		BAI*
se de'i	модальный предлог от {detri}, 2-е место (для символов)              той же датой/в ту же дату, что и ... ; метка, события		cmavo-compound	той же датой, что и		BAI*
se di'o	модальный предлог от {diklo}, 2-е место                            локально/в определённом месте; в специфическом местоположении, ...		cmavo-compound	в специфическом месте ...(каком)		BAI*
se du'i	модальный предлог от {dunli}, 2-е место (такой же как и первый);             равный ...(кому/чему) [такой же, как (1-ое место модальной, частицы)]		cmavo-compound	равный ...(кому/чему)		BAI*
se du'o	модальный предлог от {djuno}, 2-е место                            со знанием дела; зная факты, ...(какие)		cmavo-compound	знающий факты ...(какие)		BAI*
se du'u	составной абстрактор: абстракция предложения/равенства; $x_1$ - это текст, выражающий [bridi], которая представляет из себя $x_2$		cmavo-compound	абстракция предложения		NU*
se'e	следующие цифры обозначают код знака, код символа (в ASCII, Unicode/Юникоде и т.п.)		cmavo	код символа		BY1
se fa'e	модальный предлог от {fatne}, 2-е место (такой же как и первый);             в обратном направлении, наоборот; обращённый/инвертированный/имеющий обратное направление относительно, ...		cmavo-compound	инвертированный относительно		BAI*
se fi'e	модальный предлог от {finti}, 2-е место                            созидательно,творчески; создающий/творящий/сочиняющий произведение/работу, ...		cmavo-compound	творящий произведение		BAI*
sefta	$x_1$ — поверхность/грань объекта $x_2$, на стороне/участке $x_3$, с границей/ребрами $x_4$	{crane} (перед), {flira} (лицо), {plita} (плоскость), {bliku} (блок [глыба])	gismu	поверхность	sfe;seft;sefta
se ga'a	модальный предлог от {zgana}, 2-е место                            наблюдая, ...		cmavo-compound	наблюдая		BAI*
se gau	модальный предлог от {gasnu}, 2-е место падежное дополнение деятеля/агента; деятельно/активно; как активный агент ...(какого, действия)		cmavo-compound	как агент ...(какого действия)		BAI*
se'i	модификатор междометия: \n{se'i} - ориентированно на самого себя\n{se'inai} - ориентированно на других	См. также {sevzi}, {drata}.	cmavo	ориентированно на самого себя		UI5
sei	открывает bridi как рассуждение (металингвистическое)		cmavo	междометие-рассуждение в виде bridi		SEI
se'i nai	модификатор междометия: \n{se'i } - ориентированно на самого себя\n{se'i nai} - ориентированно на других	См. также {sevzi}, {drata}.	cmavo-compound	ориентированно на других		UI*5
se ja'e	модальный предлог от {jalge}, 2-е место (причина события)             из-за/являясь результатом, ...(чего)		cmavo-compound	являясь результатом ...(чего)		BAI*
se ja'e nai	модальный предлог от {jalge}, 2-е место (причина события)             приводя к результату несмотря на, ...(что)		cmavo-compound	приводит к результату, несмотря на ...(что)		BAI*
se ja'i	модальный предлог от {javni}, 2-е место                            правильно, дисциплинированно; согласно правилу, предписывающему, ...		cmavo-compound	согласно правилу, предписывающему		BAI*
se ji'e	модальный предлог от {jimte}, 2-е место                            ограниченно; как предел ..., (чего)		cmavo-compound	как предел ...(чего)		BAI*
se ji'o	модальный предлог от {jitro}, 2-е место                            управляемо/контролируемо; контролируя/направляя ...(кого/что)/ управляя, ...(кем/чем)		cmavo-compound	контролируя ...(кого/что)		BAI*
se ji'u	модальный предлог от {jicmu}, 2-е место (от основания)               поддерживая ...; как базис для, ...		cmavo-compound	поддерживая		BAI*
se ka'a	модальный предлог от {klama}, 2-е место                            с местом назначения в виде, ...		cmavo-compound	с местом назначения		BAI*
se ka'i	модальный предлог от {krati}, 2-е место                            представляя; от имени, ...		cmavo-compound	от имени		BAI*
se kai	модальный предлог от {ckaji}, 2-е место (качество)                  характеризуемый ...(чем); со свойством/качеством/признаком/чертой, ...		cmavo-compound	имеющий свойство		BAI*
se kai ma	sumti-вопрос, спрашивающий насчёт характерного/отличительного/типичного качеста; какой, какого сорта/рода?		cmavo-compound	какого рода/сорта?		BAI*
se ki'i	модальный предлог от {ckini}, 2-е место (такой же как и первый)              связанный с, ...		cmavo-compound	связанный с		BAI*
se ki'u	модальный предлог от {krinu}, 2-е место                            по этому поводу/из-за этого основания, ...		cmavo-compound	по этому поводу		BAI*
se ki'u nai	модальный предлог от {krinu}, 2-е место                            несмотря на этот повод/основание, ...		cmavo-compound	несмотря на этот повод		BAI*
se koi	модальный предлог от {korbi}, 2-е место (граничный/окаймляющий)                 как граница, ...(чего)		cmavo-compound	как граница		BAI*
se ku'u	модальный предлог от {kulnu}, 2-е место (люди)                   в культуре, ...(кого)		cmavo-compound	в культуре ...(кого)		BAI*
se la'u	модальный предлог от {klani}, 2-е место                            измеряемое, ...(чем)		cmavo-compound	измеряемое ...(чем)		BAI*
selci	$x_1$ — частица/клетка/молекула/[атом] $x_2$ (чего); $x_1$ — неделимая, основная составляющая частица $x_2$	$x_2$ обычно описывается как масса {kantu} (квант) для свойств/деятельности; {ratni} (атом), {gradu} (градус)	gismu	клетка (биол.)/атом	sle;selc;selci
se le'a	модальный предлог от {klesi}, 2-е место                            как категория/класс, ...(чего)		cmavo-compound	как категория ...(чего)		BAI*
selfamti	$x_1$ - это племянник/племянница $x_2$ (кого) по виду рлдства $x_3$	См. {famti}, {tixnu}, {bersa}, {tunba}	lujvo	племянник;племянница			se;famti
se li'e	модальный предлог от {lidne}, 2-е место                            который предшествует ...(кому/чему);имея лидирующим ... (кого/что); не-временна`я, последовательность		cmavo-compound	которому предшествует		BAI*
se ma'e	модальный предлог от {marji}, 2-е место                            сделанный из материала/состава/смеси, ...(какой)		cmavo-compound	сделанный из материала		BAI*
se ma'i	модальный предлог от {manri}, 2-е место (стандарт/опорная точка/эталон)             как эталон/система отсчёта, ...(чего)		cmavo-compound	как стандарт для		BAI*
se mau	модальный предлог от {zmadu}, 2-е место (относительное!)                более чем ...; обычно, sumti-модификатор		cmavo-compound	более чем		BAI*
se mau nai	модальный предлог от {zmadu}, 2-е место (относительное!)                не более чем ...; обычно, sumti-модификатор		cmavo-compound			BAI*
se me'a	модальный предлог от {mleca}, 2-е место (относительное!)                менее чем ...; обычно, sumti-модификатор		cmavo-compound	менее чем		BAI*
se me'a nai	модальный предлог от {mleca}, 2-е место (относительное!)                not less than ...; обычно, sumti-модификатор		cmavo-compound	не менее чем		BAI*
se me'e	модальный предлог от {cmene}, 2-е место (именованный, имеющий имя)            как имя для, ...(кого/чего)		cmavo-compound	как имя для		BAI*
seMION	Семён (русское мужское имя)		obsolete cmevla	Семён
semto	$x_1$ — семитский в аспекте $x_2$	Метафора: ближневосточный. К семитским языкам относятся арабский, иврит, арамейский, эфиопский и др. {xrabo} (арабский)	gismu	семитский	sme;semt;semto
se mu'i	модальный предлог от {mukti}, 2-е место                            из-за мотива поэтому ...; мотивирующим действием является, ...		cmavo-compound	из-за мотива		BAI*
se mu'i nai	модальный предлог от {mukti}, 2-е место                            несмотря на мотив, всё же, ...		cmavo-compound	несмотря на мотив		BAI*
se mu'u	модальный предлог от {mupli}, 2-е место                            как пример свойства, ...(какого)		cmavo-compound	являясь примером свойства		BAI*
senci	$x_1$ чихает	{bilma} (больной), {kafke} (кашлять)	gismu	чихать	sec;senc;senci
se ni'i	модальный предлог от {nibli}, 2-е место                            что влечёт за собой/из-за чего следует, ...		cmavo-compound	что влечёт за собой		BAI*
se ni'i nai	модальный предлог от {nibli}, 2-е место                            что тем не менее влечёт за собой/несмотря на что следует, ...		cmavo-compound	что тем не менее влечёт за собой		BAI*
senpi	$x_1$ сомневается, что $x_2$ ({du'u}) верно	Также: скептичен насчет; $x_2$ — сомнительно/подозрительно: {selsenpi} с переставленными местами {jinvi} (считать [полагать]), {krici} (верить), {djuno} (знать), {birti} (убежденный [в истинности])	gismu	сомневаться в	sen;senp;senpi
senta	$x_1$ — слой/пласт (форма) материала $x_2$ в структуре/континууме $x_3$	{flecu} (поток), {nenri} (внутри), {rirxe} (река), {sepli} (отделенный), {snuji} (прослойка), {jbini} (между), {bitmu} (стена), {sruri} (оркужать), {serti} (лестница)	gismu		set;sent;senta
senva	$x_1$ грезит/мечтает о $x_2$ (факт/идея/событие/состояние); $x_2$ — мечта/грезы $x_1$ (кого)	Также: мечта/грезы: {selsne}; видеть сны: {sipsne} {sipna} (спать), {xanri} (воображаемый)	gismu	грезить о	sev;sne;senv;senva
