@rowCount	922
w	d	n	t	s	g	r	b	v
a	Ett logiskt definierande konjunktiv: sumti eftertänkt eller.	inklusiv disjunktion (p eller q eller båda), kallas inom datavetenskap ofta för OR. Ibland kallas detta för och/eller i dagligt tal.	cmavo	A	eller;och/eller;OR;sumti eller
a'a	{a'a} - definition attitydmarkör: uppmärksam\n{a'acu'i} - ouppmärksam\n{a'anai} - undvikande.		cmavo	UI1	uppmärksam
a'a cu'i	{a'a } - definition attitydmarkör: uppmärksam\n{a'a cu'i} - ouppmärksam\n{a'a nai} - undvikande.		cmavo-compound	UI*1	ouppmärksam
a'a nai	{a'a } - definition attitydmarkör: uppmärksam\n{a'a cu'i} - ouppmärksam\n{a'a nai} - undvikande.		cmavo-compound	UI*1	undvikande
a bu	bokstaven a.		bu-letteral	BY*	a
budjo	$x_1$ tillhör buddhistisk kultur/religion/ethos med aspekt $x_2$.		gismu		buddhist	buj;bu'o;budj;budjo
bukpu	$x_1$ är tyg/textil av typ/material $x_2$.		gismu		textil;tyg	buk;bu'u;bukp;bukpu
bumru	$x_1$ är dimmig/immig/täckt av dimma/imma/ånga/kondens/små droppar av vätska $x_2$.		gismu		dimma;dimmig;imma;immig;kondens	bum;bumr;bumru
bunda	$x_1$ är $x_2$ (antal) lokala viktenheter, enligt måttstandard $x_3$, med underenheter $x_4$.	$x_1$ är inte en agent. Värdet på $x_2$ är 1 om inte annat anges.$x_3$ är typiskt skålpund (i en svensk kontext), vilket motsvarar 425,1 g. I en engelsk kontext är $x_3$ typiskt the Avoirdupois pound. Många andra möjligheter finns såsom lod, qvintin,lispund,centner, skeppund, nyläst och säck (se http://sv.wikipedia.org/wiki/Viktmått#Gamla_svenska_viktenheter).	gismu		skålpund;viktenhet (lokal)	bud;bund;bunda
bunre	$x_1$ är brun/en omättad färg mellan röd och gul färgnyans.		gismu		brun;brunt	bur;bu'e;bunr;bunre
burcu	$x_1$ är en pensel/borste för ändamål $x_2$ (händelse) med borst $x_3$.		gismu		borsta;pensel	bru;burc;burcu
burna	$x_1$ är generad/ställd/förlägen/illa till mods över/under omständigheter $x_2$ (abstraktion).		gismu		besvärad;förlägen;generad;illa till mods;pinsam;ställd	burn;burna
cabna	$x_1$ är aktuell/innevarande/nuvarande/medan/samtidig med $x_2$ i tid.	(x2 är det som för närvarande resulterar i:) x1 är nu; endast tidsförhållanden, 'aorist' som gör anspråk på samtidighet innebär inte att en händelse inte sträcker ut sig i dåtid eller framtid av det andra.	gismu		aktuell;innevarande;medan;nuvarande;samtida;samtidig	cab;cabn;cabna
cabra	$x_1$ är en apparat/mekanism/anordning/utrustning/[manick]med funktion $x_2$ kontrollerad/[utlöst] av $x_3$ (agent).	Form bestäms utifrån funktion; förutsätter inte automatiserad funktion (en {minji} kan vara en zmiku cabra om det kräver en extern agent för att utlösa eller kontrollera de funktioner som den utför automatiskt).	gismu		anordning;apparat;apparatur;mackapär;manick;mekanism;utrustning	ca'a;cabr;cabra
cacra	$x_1$ är $x_2$ timmar i varaktighet enligt standard $x_3$.	x2 är 1 timme om inte annat anges.	gismu		timme;varaktighet	cacr;cacra
cadzu	$x_1$ går/stegar/kliver på underlag $x_2$ medelst lemmar $x_3$.		gismu		fotgängare;gå;kliva;stega	dzu;cadz;cadzu
cafne	$x_1$ (händelse) förekommer/inträffar/händer/upprepas ofta/frekvent/vanligen/vanligtvis enligt standard $x_2$.		gismu		frekvent;ofta;vanligen;vanligtvis	caf;cafn;cafne
bo	sammanlänkare med kort räckvidd; binder ihop varierande konstruktioner med kortaste räckvidd i grupper från höger till vänster.	jfr {ke}, {ke'e}.	cmavo	BO	länk med kort räckvidd	bor
boi	valbar avslutare: avslutar numerisk eller text sträng.		cmavo		slut nummer/textsträng
bu	konverterar ett enstaka ord till BY [lerfu/tecken].		cmavo	BU	ord till lerfu	bus;bu'i
bu'a	logiskt kvantifierad predikatvariabel: något selbri 1.		cmavo	GOhA	något selbri 1	bul
bu'e	logiskt kvantifierad predikatvariabel: något selbri 2.		cmavo	GOhA	något selbri 2
bu'i	logiskt kvantifierad predikatvariabel: något selbri 3.		cmavo	GOhA	något selbri 3
bu'o	attitudinalkontur: \n{bu'o} - starta emotion\n{bu'ocu'i} - fortsätt emotion\n{bu'onai} - avsluta emotion.		cmavo	UI7	starta emotion
by	bokstaven (tecknet/fonemet) b.		cmavo	BY2	b
ca	tidstempus relation/riktning: är [selbri]; under tiden/medan/samtidigt som [sumti]; presens.		cmavo	PU	då;medan;när
ca'a	modal aspekt: aktualitet/pågående händelse.		cmavo	CAhA	pågår	caz
ca'e	evidential: Jag definierar.		cmavo	UI2	härmed;jag definierar
cai	attitudinal: stark intensitetsattityd modifierare.		cmavo	CAI	förstärker emotion
bivmast	åttonde månaden på året (augusti i typisk kontext).	åttonde månaden på året. kan skilja sig vid användandet av andra kalendrar.	cmevla		augusti
bivyplin	åttonde planeten från sol (Neptunus i typisk kontext).		cmevla		Neptunus
blabruk	Vitryssland		cmevla		Vitryssland
bosnan	Bosnien		cmevla		Bosnien
braxas	Oceanen		cmevla		Oceanen
brazilias	Brasilien		obsolete cmevla		Brasilien
bruNAIS	Brunei		cmevla		Brunei
bryklyn	Brooklyn	Brooklyn, New York: en förort till New York City, vid västra udden av Long Island.	cmevla		Brooklyn
buenosaires	Buenos Aires		obsolete cmevla		Buenos Aires
bun	Broder		cmevla		broder;bror;brorsan
bu'o cu'i	attitudinalkontur: \n{bu'o } - starta emotion\n{bu'o cu'i} - fortsätt emotion\n{bu'o nai} - avsluta emotion.		cmavo-compound	UI*7	fortsätt emotion
bu'o nai	attitudinalkontur: \n{bu'o } - starta emotion\n{bu'o cu'i} - fortsätt emotion\n{bu'o nai} - avsluta emotion.		cmavo-compound	UI*7	avsluta emotion
ca ba'o	tidstempus: har varit, är nu i efterverkningarna av; (tempus/modal).		cmavo-compound	ZAhO*	har varit
ca ca'a	tidstempus: närvarande aktualitet; modal aspekt.		cmavo-compound	PU*	för närvarande är
ca ca'o	tidstempus: är nu/samtidigt, är nu mitt uppe i; (tempus/modal).		cmavo-compound	ZAhO*	är nu
ca je ba	tidstempus: under tiden och efteråt; (tempus/modal).		cmavo-compound	PU*	under tiden och efteråt
cakla	$x_1$ är en kvantitet/gjord av/innehåller kakao/choklad.		gismu		choklad;kakao	cakl;cakla
calku	$x_1$ är ett skal/snäcka/mantel/[ryggsköld]/[agn]/[hårt skyddande hölje] omgärdar $x_2$ sammansatt av $x_3$.		gismu		mantel;skal;snäcka	cak;calk;calku
ca ma	sumti fråga om tid/datum/händelse; samtidigt som vad?		cmavo-compound	PU*	när?
canci	$x_1$ försvinner från plats $x_2$; $x_1$ upphör att kunna observeras av vid plats $x_2$ med sinnen/sensorer $x_3$.	Även lämnar/går sin väg.	gismu		försvinna	canc;canci
cando	$x_1$ är i vila/overksam/inaktiv/stillastående.	Motsatsen till att vara i rörelse.	gismu		inaktiv;overksam;stilla;stillastående;vila	cad;cand;cando
cange	$x_1$ är ett lantbruk/jordbruk/lantgård/bondgård/farm/ranch på plats $x_2$ sköts av $x_3$ producerar $x_4$;$x_1$ är agrar.	Lantbruk är vilken som helst form av organiserad agrar aktivitet, inte enbart odling av grödor.	gismu		agrar;bonde;farm;jordbruk;jordbrukare;lantbruk;odalman;ranch	cag;cang;cange
canja	$x_1$ byter/utbyter/växlar/handlar vara $x_2$ för $x_3$ med $x_4$; $x_1$, $x_4$ är en handlare/köpman/affärsman.	x2/x3 kan vara ett specifikt objekt, en vara (massa), en händelse (möjligen en tjänst), eller en egenskap; för att vara pedantisk så vad gäller objekt/varor, så är detta sumti-höjande från ägandet av objektet/varan.	gismu		affärsman;byta;byteshandla;handla;köpman;utbyta	caj;canj;canja
canko	$x_1$ är ett fönster/portal/öppning [portal] i vägg/byggnad/struktur $x_2$.		gismu		fönster;portal	ca'o;cank;canko
canlu	$x_1$ är rymd/volym/region/rum [area med (åtminstone) tre dimensioner] som upptas av $x_2$.		gismu		region;rum;rymd;upptas av;volym	cal;ca'u;canl;canlu
canpa	$x_1$ är en spade/skyffel/skovel/skopa/[grävredskap med vassa kanter] för att gräva $x_2$.		gismu		grävdon;skopa;skovel;skyffel;spade	cna;canp;canpa
canre	$x_1$ är en kvantitet/gjord av/innehåller sand från källa $x_2$ av sammansättning $x_3$.		gismu		sand;sandig	can;canr;canre
canti	$x_1$ är inälvor/tarm/viscera/matsmältningssystem i organism $x_2$.		gismu		inälvor;tarm;viscera	cant;canti
carce	$x_1$ är en vagn/kärra/skrinda [fordon med hjul] för transport av $x_2$ som drivs med $x_3$.		gismu		kärra;vagn	carc;carce
carmi	$x_1$ är intensiv/(ljus)stark/klar/livlig/mättad/[briljant] i egenskap (ka) $x_2$ såsom den tas emot/uppmäts/värderas enligt observatör $x_3$.	Även skinande, gnistrande, glimmande, strålande i kombination med {gusni}. När det gäller färg så avser det ökad mättnad.	gismu		intensiv;klar;livlig;mättad	cam;cai;carm;carmi
carna	$x_1$ roterar/svänger/snurrar/vrider sig runt axel $x_2$ i riktning $x_3$.		gismu		rotera;snurra runt;svänga;vrida sig	car;carn;carna
cartu	$x_1$ är ett diagram/tabell/karta/planritning/[sjökort] över $x_2$ som visar formation/staplar/linjer/cirkelsegment/datapunkter $x_3$.		gismu		diagram;karta;planritning;tabell	cat;cart;cartu
carvi	$x_1$ regnar/duschar/[sprayar] [ger nederbörd] till $x_2$ från $x_3$.	x1 är nederbörd (inte enbart regn).	gismu		regn;regna	cav;carv;carvi
casnu	$x_1$ diskuterar/pratar om ämne $x_2$.	x1 är normalt en massa, men 1 individ/jo'u är möjligt. Även chatta, konversera, samtala, småprata,tjôta.	gismu		diskutera;konversera;prata;tjôta	snu;casn;casnu
catke	$x_1$ puffar/knuffar/stöter/trycker/pressar $x_2$ på ställe $x_3$.		gismu		knuffa;pressa;puffa;stöta;trycka	ca'e;catk;catke
catlu	$x_1$ ser/tittar på/undersöker/synar/inspekterar/iakttager/betraktar/skådar/blickar över $x_2$.		gismu		betrakta;blicka;iaktta;inspektera;se på;skåda;syna;titta på;undersöka	cta;catl;catlu
catni	$x_1$ är en ämbetsman/har auktoritet över/vad gäller ärende/område/personer $x_2$ på grundval av $x_3$.		gismu		ämbetsman;auktoritet;officer	ca'i;catn;catni
catra	$x_1$ dödar/slaktar/mördar/dräper $x_2$ genom handling/metod $x_3$.		gismu		döda;mörda;slakta	catr;catra
caxno	$x_1$ är grund i utsträckning i riktning/egenskap $x_2$ bortifrån referenspunkt $x_3$ enligt standard $x_4$.		gismu		grund;ytlig	cax;caxn;caxno
cecla	$x_1$ skjuter (iväg)/avfyrar projektil/missil $x_2$, vilken drivs med  $x_3$ [drivkraft/drivmedel].	x1 är ett eldvapen/avfyrningsanordning/kanon; x1 slungar iväg/kastar (mer generellt än {renro} på så sätt att drivkraften inte måste komma från x1).	gismu		avfyra;skjuta	cel;ce'a;cecl;cecla
cecmu	$x_1$ är ett samhälle/koloni med organismer $x_2$.		gismu		samhälle	cem;ce'u;cecm;cecmu
cedra	$x_1$ är en era/epok/tidsålder/tidsperiod som kännetecknas av $x_2$ (händelse/egenskap/intervall/idé).	x2 bör vara de gränser som skiljer ut tidsperioden från andra perioder; om det endast rör sig om en kännetecknande period, så bör detta intervalls natur uttryckas genom ett abstrakt bridi eller så bör intervallet markeras med tu'a; x2 kan också vara kännetecknande objekt eller praktiker från denna era, om markerad med tu'a.	gismu		epok;era;tidsålder;tidsperiod	cedr;cedra
cenba	$x_1$ varierar/ändrar sig i proportion/kvantitet $x_2$ (ka/ni) i omfång/grad $x_3$ under omständigheter $x_4$.	Icke-resultativ, ej nödvändigtvis kausal ändring. (jfr {cenba} vilken är icke-resultativ, {galfi} vilken resultativ och kausal, {stika} vilken är icke-resultativ och kausal; {stodi}, {zasni}, {binxo})	gismu		skifta;variera	cne;cenb;cenba
censa	$x_1$ är helgad/helig för person/folk/religion/kult/grupp $x_2$.		gismu		helgad;helig	ces;cens;censa
centi	$x_{1}$ är en hundradel [$10^{-2}$] av $x_{2}$ i dimension/aspekt $x_{3}$ (enheter om inget annat anges).		gismu		,01;centi-;hundradel	cen;cent;centi
cerda	$x_1$ är en arvinge/arvtagare/kommer att ärva $x_2$ (objekt/kvalitet) från $x_3$ enligt regel $x_4$.		gismu		ärva;arvinge	ced;cerd;cerda
cerni	$x_1$ är morgon [från gryning till dess arbete vanligen börjar lokalt] av dag $x_2$ på plats $x_3$.		gismu		morgon	cer;cern;cerni
certu	$x_1$ är en expert/pro/är skicklig/kompetent i $x_2$ (händelse/aktivitet) enligt standard $x_3$.		gismu		expert;färdighet;kompetent;skicklig	cre;cert;certu
cevni	$x_1$ är en gud/gudom som tillbedjs av folk/religion $x_2$ som dominerar över $x_3$ [sfär].	Även gudomlig; x2 syftar på den religiösa gemenskapen som en massa.	gismu		gud;gudom;gudomlig;tillbedja	cev;cei;cevn;cevni
cfari	$x_1$ tar sin början/inleds/påbörjas/startar/börjar att inträffa; [intransitivt verb].		gismu		börja;början;inleds;påbörjas;starta;ta sin början	cfa;cfar;cfari
cfila	$x_1$ är ett fel/brist/defekt hos $x_2$ som leder till/orsakar $x_3$.		gismu		brist;fel	cfi;cfil;cfila
cfine	$x_1$ är en kil [form/verktyg] av material $x_2$.		gismu		kil	cfin;cfine
cfipu	$x_1$ (händelse/tillstånd) förvirrar/förbryllar $x_2$ [observatör] på grund av förvirrande egenskap $x_3$ (ka).		gismu		förbrylla	fi'u;cfip;cfipu
ciblu	$x_1$ är blod/vital vätska av organism $x_2$.		gismu		blod	blu;cibl;ciblu
cicna	$x_1$ är cyan/turkosblå/grönaktigt blå [färgnyans].		gismu		cyan;turkosblå	cicn;cicna
cidja	$x_1$ är mat/föda/näring/kost/[foder] för $x_2$; $x_1$ är ätbar/närande för $x_2$.		gismu		ätbar;föda;mat;närande;näring	dja;cidj;cidja
cau	{claxu} modal, 1st place saknad av ...		cmavo	BAI	saknad av
ce	icke-logisk konjunktion: set länk, utan inbördes ordning;		cmavo	JOI	i ett set med	cec
ce'a	2-ords ändrat teckenläge: ordet som följer anger ett nytt typsnitt (t.ex. kursiv, handskrift).		cmavo	LAU	typsnittsändring
ce'e	definition 	länkar termer ihop i ett eftertänkt set av termer.		cmavo	CEhE	eftertänkt set av termer
ce'i	siffra/nummer: % procentsymbol, hundradel.		cmavo	PA3	procent	cez
ce'o	icke-logisk konjunktion: ordnad sekvenslänk;		cmavo	JOI	i en sekvens med	ce'o
ci	siffra/nummer: 3 (siffra) [tre].		cmavo	PA1	3;tre	cib
cernalcando	$ca_1$ är morgonpigg/aktiv under morgon $ce_1$.		lujvo		morgonpigg			cerni,na'e,cando
cicnysluni	$x_1$ är en blålök (Allium cyaneum) av sort/variant $x_2$.		lujvo		blålök			cicna,sluni
cidjrburito	$x_1$ är en burrito (mexikansk maträtt med ingredienser insvept i en tortilla) inklusive ingredienser $x_2$.		fu'ivla		burrito	cidjrburito
cangan	Hong Kong	Från mandarin uttal.	cmevla		Hong Kong
canxais	Shanghai		cmevla		Shanghai
celguntas	$x_1$ är Skytten (stjärnbild/stjärntecken).	Från {celgunta}. För babylonierna var Skytten samma som guden Pabilsaĝ, en märklig kentaurliknande varelse som sköt pil med båge.Det sumeriska namnet kan översättas som 'Huvudförfader' (=barda dzena?). I grekisk mytologi är Skytten en kentaur: hälften människa, hälften häst.	cmevla		Skytten
cev	Gud		cmevla		Gud
campania	$x_1$ är champagne gjord på druvor $x_2$.	För mousserande viner utan appellation (eg AOC, Appellation d'Origine Contrôlée), så använd istället {fomvanju}.	obsolete fu'ivla		champagne	campania
ca pu'o	tidstempus: kommer nu att göra, är just på väg att göra, är på väg att föregripa/förekomma; (tempus/modal).		cmavo-compound	ZAhO*	är just på väg att göra
cidni	$x_1$ är ett knä/armbåge/knoge/[gångjärnsled eller kondylärled] i kroppsdel $x_2$ av organism/kropp $x_3$.		gismu		gångjärnsled	cid;cidn;cidni
cidro	$x_1$ är en kvantitet/gjord av/innehåller väte (H).		gismu		H;väte	dro;cidr;cidro
cifnu	$x_1$ är en baby/bäbis/spädbarn/[unge] [hjälplös genom dess ringa ålder/ofullständig utveckling] av art $x_2$.	Även infantil/barnslig/omogen.	gismu		bäbis;baby;barnslig;infantil;omogen;spädbarn	cif;cifn;cifnu
cigla	$x_1$ är en körtel som utsöndrar sekret $x_2$ i kropp/organism $x_3$.		gismu		körtel	cig;cigl;cigla
cikna	(adjektiv): $x_1$ är vaken/medveten.		gismu		medveten;vaken	cik;cikn;cikna
cikre	$x_1$ reparerar/lagar/fixar $x_2$ för användning/nytta $x_3$.	En reparation kan vara ofullständig (åtgärdar endast en del av x2 användningsområden), därav x3.	gismu		fixa;laga;reparera	cikr;cikre
ciksi	$x_1$ (person) förklarar $x_2$ (händelse/tillstånd/egenskap) för $x_3$ med förklaring $x_4$ (du'u).	Förklaring x4 är en underliggande mekanism/detaljer/syfte/metod för x2, vilket generellt antas vara icke-uppenbart; metaforisk användning med de varierande kausala förhållandena (eg. {jalge}, {mukti}, {krinu}, {rinka}, {nibli}, {zukte}) är möjligt, men det icke uppenbara, samt förekomsten av en förklarare med sin syn på saken gör detta ord till ett inte så enkelt uttryck för orsak.	gismu		förklara	cki;ciks;ciksi
cilce	$x_1$ är vild/otämjd.		gismu		vild	cic;cilc;cilce
cilmo	$x_1$ är fuktig/blöt/våt med vätska $x_2$.		gismu		blöt;fuktig;våt	cim;cilm;cilmo
cilre	$x_1$ lär sig $x_2$ (du'u) om ämne $x_3$ från källa $x_4$ (objekt/händelse) genom metod $x_5$ (händelse/process).		gismu		lära sig	cli;cilr;cilre
cilta	$x_1$ är en tråd/garn/fiber/sträng/vajer av material $x_2$.	Enstaka, tunn tråd till skillnad från rep/kabel/lina {skori}.	gismu		fiber;tråd	cil;cilt;cilta
cimde	$x_1$ (ka) är en dimension av rymd/objekt $x_2$ enligt regler/modell $x_3$.		gismu		dimension	cimd;cimde
cimni	$x_1$ tar aldrig slut/är oändlig/evig i egenskap/dimension $x_2$, på sätt $x_3$/till grad $x_3$ (kvantitet).	Även evinnerlig (varar för evigt). Evighet(= {cimnytei}), evig (= {cimnyteikai} eller {temcimni}).	gismu		oändlig	cimn;cimni
cinba	$x_1$ kysser/pussar $x_2$ på ställe $x_3$.		gismu		kyssa;pussa	cinb;cinba
cindu	$x_1$ är en ek av art/sort $x_2$.		gismu		ek	cind;cindu
cinfo	$x_1$ är ett lejon/[lejoninna] av art/sort $x_2$.		gismu		lejon	cinf;cinfo
cinje	$x_1$ är ett veck/rynka/[fåra] [form] i $x_2$.		gismu		rynka;veck	cij;cinj;cinje
cinki	$x_1$ är en insekt/kryp/leddjur av art $x_2$.		gismu		insekt;kryp;leddjur	cink;cinki
cinla	$x_1$ är tunn/smal i riktning/dimension $x_2$ enligt standard $x_3$; [relativt kort i dess minsta dimension].		gismu		smal;tunn	cinl;cinla
cinmo	$x_1$ känner/upplever känsla $x_2$ (ka) om $x_3$.		gismu		känna;känsla	cni;cinm;cinmo	ci'o
cinri	$x_1$ (abstraktion) intresserar/är intressant för $x_2$.	Använd x1 tu'a ett icke-specifikt intresse för ett objekt.	gismu		intressant	ci'i;cinr;cinri
cinse	$x_1$ visar i och med  aktivitet/tillstånd $x_2$ sexualitet/genus/sexuell läggning $x_3$ enligt standard $x_4$.		gismu		sexuell	cin;cins;cinse
cinta	$x_1$ [material] är färg av pigment/aktiv substans $x_2$ i basen $x_3$.		gismu		färg	cint;cinta
cinza	$x_1$ är en tång/ätpinnar/gripklo/pincett/avbitare [verktyg/kroppsdel] för $x_2$ att klämma åt $x_3$.		gismu		tång	cinz;cinza
cipni	$x_1$ är en fågel/fjäderfä av art/sort $x_2$.		gismu		fågel	cpi;cipn;cipni
cipra	$x_1$ (process/händelse) är ett test av/bevis på egenskap/tillstånd $x_2$ hos subjekt $x_3$ (individ/set/massa).	Även examination/prov/validering.	gismu		prov;test	cip;cipr;cipra
cirko	$x_1$ förlorar person/sak $x_2$ vid/nära $x_3$; $x_1$ förlorar egenskap/kännetecken $x_2$ under omständigheter/situation $x_3$.	x2 kan vara ett specifikt objekt, varor/nyttighet (massa), en händelse (sällsynt för cirko), eller en egenskap; för att vara pedantisk så är detta sumti-höjande från ägarskap för föremål/varor.	gismu		förlora	cri;cirk;cirko
cirla	$x_1$ är ost/ostmassa/[kvarg] från källa $x_2$.		gismu		ost	cirl;cirla
ciska	$x_1$ skriver/ristar/graverar/sätter på pränt $x_2$ på skärm/lagringsmedium $x_3$ med skrivdon/ $x_4$.		gismu		skriva	ci'a;cisk;ciska
cisma	$x_1$ ler/flinar/grinar [ansiktsuttryck].	Le/flina åt något (= {cismyfra}).	gismu		le	cism;cisma
ciste	$x_1$ (massa) är ett system sammanhållet av struktur $x_2$ bland delar/komponent $x_3$ (set) som visar $x_4$ (ka).	x1 (eller x3) är synergistisk i x4; även nätverk; x2 relationer/regler.	gismu		system	ci'e;cist;ciste
citka	$x_1$ äter/intar/konsumerar [transitivt verb] $x_2$.		gismu		äta;förtära;inta;konsumera	cti;citk;citka
citno	$x_1$ är ung/ungdomlig enligt standard $x_2$.	[av relativt ringa ålder]. fast visst kan en vara av relativt hög ålder och ändå betraktas som ungdomlig, så om det är biologisk, psykologisk eller social ålder som avses beror nog på x2.	gismu		ung;ungdomlig	cit;ci'o;citn;citno
citri	$x_1$ är en historia om $x_2$ enligt $x_3$/sett ur perspektiv $x_3$.		gismu		historia	cir;citr;citri
citsi	$x_1$ är en säsong/säsongsbetonad [cykliskt intervall] definierad av intervall/egenskap $x_2$ år $x_3$.		gismu		säsong;säsongsbetonad	cits;citsi
civla	$x_1$ är en lus/loppa [blodsugande leddjur] av art/sort $x_2$ som parasiterar på $x_3$.		gismu		loppa;lus	civ;civl;civla
cizra	$x_1$ är konstig/egendomlig/besynnerlig/mysko/avvikande/bisarr/udda för $x_2$ i egenskap $x_3$ (ka).	Även främmande/exotisk/ovanlig; queer [sexualitet] (=cizra cinse).	gismu		avvikande;besynnerlig;bisarr;egendomlig;konstig;mysko;udda	ciz;cizr;cizra
ckabu	$x_1$ är en kvantitet av/är gjord av/innehåller gummi/latex från källa $x_2$ med sammansättning $x_3$.		gismu		gummi	ckab;ckabu
ckafi	$x_1$ är en kvantitet/innehåller/är gjord av kaffe från källa/böna/korn $x_2$.	Brygd baserad på böna/frö/korn/rot (eg. även cikoriakaffe, koffeinfritt kaffe etc). Med denna definition så borde även lakritste ingå (brygd på rot).	gismu		kaffe	kaf;ckaf;ckafi
ckaji	$x_1$ har kännetecken/kännetecknas av egenskap/drag/aspekt/dimension $x_2$ (ka).		gismu		attribut;drag;egenskap;karaktäriseras av;kvalitetet	kai;ckaj;ckaji
ckana	$x_1$ är en säng/bädd av material $x_2$ för att hålla uppe/bära upp $x_3$ (person/objekt/händelse).		gismu		bädd;säng	cka;ckan;ckana
ckape	$x_1$ är farlig/riskfylld/potentiellt skadlig för $x_2$ under omständigheter $x_3$.		gismu		fara;farlig;farofylld;riskabel;riskfylld;vådlig	cap;ckap;ckape
ckasu	$x_1$ hånar/förlöjligar/retar/driver med/hånskrattar åt $x_2$ för $x_3$ (egenskap/händelse) genom aktivitet $x_4$ (händelse).	Även säger nedsättande kommentarer. ckasu i sig självt är inte synonymt med kränkning, då kränkning utgår från hur den drabbade känner sig, eller hur stor skada på den personliga integriteten den andras handling har åstadkommit.	gismu		driva med;förlöjliga;håna	cas;ckas;ckasu
ckeji	$x_1$ skäms/känner sig förödmjukad/kränkt under omständigheter $x_2$ inför gemenskap/publik $x_3$.		gismu		skäms	kej;cke;ckej;ckeji
ci'i	siffra/nummer: oändlighet; följt av nummer => alef-kardinalitet .		cmavo	PA5	oändlighet
ci'o	{cinmo} modal, 1st place emotionellt förnummen av ...		cmavo	BAI	emotionellt förnummen av
cifseltse	$z_2$ är en babysitter för spädbarn/bäbis $c_1$=$z_1$.		lujvo		babysitter			cifnu,se,zutse
cidjrkusku	$x_1$ är en couscous (berbisk maträtt) inklusive ingredienser $x_2$.	Couscous är en berbisk gryträtt från Nordafrika. Inte endast själva couscous-grynen, som vanligtvis avses på svenska.	fu'ivla		couscous	cidjrkusku
cidjrfalyfil	$x_1$ är en kvantitet/är gjord av/innehåller falafel [friterade kikärtsbollar] serverad i bröd/på tallrik $x_2$ gjord på/tillsammans med ingredienser $x_3$.		cmevla		falafel
ci'i roi	tempus intervall modifierare: inträffar oändligt antal gånger, för evigt; målsättningstempus; tid om inget annat anges.		cmavo-compound	ROI*	oändligt antal gånger
ci mei	kvantifierings selbri: konverterar 3 till kardinal selbri $x_1$ är ett set med trio av medlemmar $x_2$.		cmavo-compound	MOI*	tresamhet;trio
ci moi	kvantifierings selbri: konverterar 3 till ordinal selbri; $x_1$ är tredje bland $x_2$ i ordningsföljd enligt regel $x_3$.		cmavo-compound	MOI*	tredje
cinfos	$x_1$ är Lejonet (stjärnbild/stjärntecken).	Från cinfo (=lejon; lojban); leo (=lejon; latin). I tusentals år har många kulturer avbildat denna stjärnbild som ett lejon.	cmevla		Lejonet
cinJIAN	Xianjiang	Uygur självständig region av Kina	obsolete cmevla		Xianjiang
ci no	nummer/kvantitet: 30 [trettio].		cmavo-compound	PA*	30;trettio
ci no no	nummer/kvantitet: 300 [trehundra].		cmavo-compound	PA*	300;trehundra
ci roi	tempus intervall modifierare: tre gånger; objektivt kvantifierat tempus; tidstempus om inget annat anges.		cmavo-compound	ROI*	tre gånger
ci'u	{ckilu} modal, 1st place på en skala...		cmavo	BAI	på en skala
ckiipyris	Albanien		obsolete cmevla		Albanien
ckiku	$x_1$ är en nyckel som passar/frigör/öppnar/låser upp lås $x_2$, och har relevanta egenskaper $x_3$.		gismu		nyckel	kik;ckik;ckiku
ckilu	$x_1$ är en skala med enheter för bestämning/observation/mätning av $x_2$ (state).		gismu		skala	ci'u;ckil;ckilu	ci'u
ckini	$x_1$ är förbunden med/släkt med/har relation till/med $x_2$ genom relationsförhållande $x_3$.		gismu		besläktad;relation	ki'i;ckin;ckini
ckire	$x_1$ uppskattar/är tacksam mot $x_2$ (person) för $x_3$ (händelse/egenskap).		gismu		tacksam;uppskatta	kir;ckir;ckire
ckule	$x_1$ är en skola/institut/akademi belägen i $x_2$ som lär ut ämne(n) $x_3$ till elever/audiens/gemenskap $x_4$ styrd/ledd av $x_5$.	Även högskola/universitet/college.	gismu		skola	kul;cu'e;ckul;ckule
ckunu	$x_1$ är en barrväxt/tall/gran av art/sort $x_2$ med kottar $x_3$.		gismu		barrväxt	ku'u;ckun;ckunu
cladu	$x_1$ är högljudd/bullrig [hög ljudstyrka] vid observationspunkt $x_2$ enligt standard $x_3$.	ljud med hög styrka är synonymt med buller om inte annat anges, men kan också vara mildare former av ljud såsom att någon talar högt eller spelar hög musik.	gismu		högljudd	lau;clad;cladu
clani	$x_1$ är lång i dimension/riktning $x_2$ (dess längsta dimension om inte annat anges) enligt mätstandard $x_3$.		gismu		lång	cla;clan;clani
claxu	$x_1$ är utan/saknar $x_2$; $x_1$ är $x_2$-lös.		gismu		sakna;utan	cau;clax;claxu	cau
clika	$x_1$ är en mossa av art/sort $x_2$ som växer på $x_3$.	clika är inte lav (jfr engelsk definition). Lav är nämligen en symbios mellan svamp och alg.	gismu		mossa	clik;clika
clira	$x_1$ är tidig enligt standard $x_2$.		gismu		tidig	lir;clir;clira
clite	$x_1$ är artig/hövlig/belevad vad gäller $x_2$ enligt standard/sedvänja $x_3$.	Även formell/rituell.	gismu		artig;belevad;hövlig	lit;clit;clite
cliva	$x_1$ lämnar/går sin väg/avgår/skiljs åt/separerar från $x_2$ via rutt $x_3$.		gismu		lämna	liv;li'a;cliv;cliva
clupa	$x_1$ är en ögla/snodd/krets av material $x_2$.		gismu		ögla;snodd	cup;clup;clupa
