@rowCount	3392
w	d	n	t	s	q	g	r	v	b
ei'e	{ei'e} - irrealis attitudinal: competence (ja'ai)\n{ei'enai} - incompetence (nai)	Meaning identical to the old meaning of {e'e}	experimental cmavo	UI1	LNNPPNPOQLTOUONNONLOOTNQOPOLQPOPPORRNQPOOMNKRPLNOOGOQOOONOMORRRRRPOJOQNONROLSQOONSNNMNOLPPNPQPQMNNLNNRLRKNMKNPOJPMNVKQONQONNPLMOPQJPLMMPMPNRJPRTQMORQTPMOQSQJPRPLPNMNPPPLPMPQLPLNQNPTLOJNSNQOMLTOONLROOPPQNIMKQOLRONQNSRSORONPMOTNLRONSQMNLLNROOOMLPTONLKQSMILPNJQONMMJNMOJONOLMQLSMRNPPRLOOSMQRNRSSSRQNOLMOKQPMOLMPOROSSLRNJOOOOMLMONMPQPOONNRQQVPQTRKMNNKSJNQORLNNRNNJOROPPNNPNLNQLPQNQLLOUQQM
ei'i	{ei'i} - irrealis attitudinal: constraint (ja'ai)\n{ei'icu'i} - independence (cu'i)\n{ei'inai} - resistance against constraint (nai)	Meaning identical to the old meaning of {e'i}	experimental cmavo	UI1	JOOPROQNRNUKWNNLNMJQMPNQOOROROMPNRQPKMNNNOSMQPLOLPLPOQQOMNNORQOQQPONOSOOLPPMVPOOMSSOPJPLTQPPRRSMNNLORQNULLMILORMQLJRMPRKONLNNLLONPLKMLJQKPMSKPRQROPOPPPNNPPLJOQPOPMNNPOQKPQORMONMOJPRMQHMQMTNLPTNQKLSPMPOQPNPLRPGQNPLNROSLQNMOQOQOLMOKQORQOMLRROLPLQQPOJOPRNKONNIQMPNNKOOPNPOQMLPKROTNOMPNOMSMPQMQRQRONQPNLNOORKONOQNPQSTPONKPOONKJLROOLPQRRQNMSPQPOQSMNNOMSMMQNOMMRQONJLOOQPQMPOLLQNOPOONOOUOPK
ganseti	$x_1$ is the sensation/qualia (abstract) associated with objects with property $x_2$ (ka), via sense $x_3$ (ka), as sensed by $x_4$	{lo} {ganseti} {be} {lo} {ka} ({ce'u}) {xunre} = 'the color red', {lo} {ganseti} {be} {lo} {ka} ({ce'u}) {sudga} = 'the sensation/feeling of dryness'. $x_3$ is the involved sense, e.g. {lo} {ka} {viska} for sight; this can often be left unspecified. See also {ga'ei}, {ganse}, {li'i}, {li'imdu}, {gansetifri}	fu'ivla		PJSTPNVMSNTISPQQQOLQRRMMQOQLQONPMQRSOKPOLKQMRQOQOONNLQPQNLLLQQSMMOOMROOOPONNTONMOQPNNSLNMQOMKQNNROOMPPKQOLMNPKOINIKQKQNNPMNMQINONPOJONPOJOQRJRNNMNNNKQMTKOOQLPNTNLJNOQQMMOMNLRNLMKOMVSPLPQKMMLRNNLMONONQQONJOONRMNOOMSROOKKOQMNOPPKSNJRPLPLOJQMSPPMTNMNOMSPLKOOONNOMQKLOQLRTPPMMLNSPQOQSNOQQQNMTKRPNRNNQMOOPMNNSONQPNKNSMMMOLMLOOMQIOPORRNOMLRQOOOOORQNORPOQMNPOOPPQOKMPPOLQOMTMQRQQLOMOOUPMURNN	qualia;sensation
gansetifri	$x_1$ feels sensation / qualia $x_2$ via sense $x_3$ (ka) // {ka'e gansetifri} = $x_1$ is sentient (able to feel subjective conscious experiences)	$x_2$ is a {ganseti}-type. Proposed gismu form: {gelse}, with rafsi -ges- and -ge'e-. See {lifri}, {ganse}.	fu'ivla		MJRPMLVOSOSKRSQOQNPTOPNPQMPNTNORNRQUOJOMLMQMSPNOMOKNLSPNKLKMNQQMLQMMQNQMKJLPSNNONRPNMSOOLRNMMQQLNNOOQRMOPNOOPKMJLMLPNRPNONNLQJMOPQQIMPKNKPLRJSPLJMNNMULPMOPPLPNRKNJPQPQLQOMMNQRKPKOMTRPMOROONKRLNLKLNQMRMPOINONSLNOQRSROMNKPSNLOLOKRNJQNLQMNPRNNOONSPPKMMTOONPKQMOPNMQMOOQQUQQNMLQOQNMROOKNNTMNNOQQMONQQLPPNMPROOPPNOPLRPONQPOMOLLPLMPNMPLQPKPQQOROPRQNOLQMQKNRQOONNOOOQTNNROOTLOTRRMQNRPRPMUSMP	feel	ge'e
fa'oi	sentence fence: the speaker is done speaking and signals to the addressee that they may now speak up if they so desire.	The speaker may change their mind and add a new sentence after this cmavo has been uttered. In the meantime the addressee is free to speak in their turn.	experimental cmavo	I	MQPOOPTLQPPOKNQRQRLOSRLNJQMOQQOQRRLROOOMPNQNSNMQPLMNMRMTPROPPMNQPLNQMROPNNPPQQSLOJMMNMKNQOMLKNMMNOJSQPMLOMMPNPONRPOSMOPNOPMNLJSOOQONLOMOMMQMSOMNNPQORSORPNQLLQNQNOOOQMOMJPMOMNMORQPQMPOQORQMSQKQQNMMONMPLTJQPOOQQMNQUNOKNQSQOPQOORJROMOPOKHLRRONRRNUPNMOMLRPLJNMIQPRQKNRSPMRMOKPJQMQPNNLRMONPOOKSQMPPOVMINPPOKLKNOPPRPNRQQNNPPLOLKMOQQRKOMSQMQPTNJMPONOSNNNQMPMOMTORNNULLQKTQQOMMIKLQOQUQNQPMQOL
fa'o'o	end of all Lojban text, forever.	Once this word is said, no more Lojban text will ever be parsed, in any form. See also {su'u'u'u'u'u'u'u}.	experimental cmavo	FAhOhO	MQPMONMOQLOPPNPRNPNLUSPRNVMMPNLNRPOOKSSMNMNQPNLNMTMKOQQJMOOSNSMQRJRQMTOOORNNPPSQNNTNJLMQRQMLSOKOKLNOOLNKMLNPNMQLSONPPQNUNQPPKPPONMMPLOLSKLPLMPONQMQMQPPQPQSOKRNKPQPLPPMIKOKNPOPRNPONQOMONQOOOPQOQNLOOMQMNTMJOORPPOPNQPPKLRNNRNNOOMKSONNURQQOMQOOPNLRNJMOPQORMTPLNMLMTPMNQNMPQNNNMMOOPQMKOPKKMMOQVQPUNMRPHNOSONMOPNMPSHPSPQOOOPQOLLLOURROPNTTMOPOQPOQONLPMQJNOOQRNOLQONQRNPKQNMOPMKONNNQMSOMMVNQO
fau'a	Convert operator to being entrywise.	Applied to an operator by immediately following it; breaks the symmetry which that operator may have had: the first argument of the operator is to be a tensor or (multidimensional) list, or a set, or something with many internal terms, entries, elements, components, etc; the subsequent arguments of the operator are arbitrary. The result is to apply the operator with the subsequent arguments to each term, entry, elements, etc. of the first argument individually. For example, for matrix A=((1, 2), (3, 4)), A+(fau'a)10 = ((11, 12),(13, 14)) and A^2 = ((7, 10), (15, 22)); however, A^(fau'a)2 = ((1, 4), (9, 16)); likewise, sin(A) = A - (1/3)A^3 + (1/5)A^5 - ..., but sin(fau'a)(A) = ((sin(1), sin(2)), (sin(3), sin(4))), which is meant to show the distribution of the sin() function to each entry of A, although it also happens to be equivalent to applying the Taylor expansion to A via "fau'a" as well. Caution must be used: matrix addition or scalar multiplication of matrices already have this distributional property, so this word is not needed in those cases; in fact, A+(fau'a)A would yield ((1+A, 2+A), (3+A, 4+A)), which is nonsensical (because, without "fau'a", the addition of a scalar entry to a matrix is undefined).	experimental cmavo	FAUhA	RNNMLMOLLPNNNORQMQOMPPIMOMNNSPLQQNKOOQPOQNQNNPRLSOMVJNMMMOPIONPRQMNNOTKOLPOORMRUPQNMPNOLQQOMQPRPPPORPNNOLQNLNKQMSMKOMPVPOQPSOQNOJPQPLOOMNRQRPSNQRNOJPOKTNNQLNOMOMORQROSKNMOPKMMSQPNLQQKPQRPRJOQRKLNMPQOPKMONNJLKNWQNPMLIQKMNORLOOOQJOKTMQOOQPKOMMLMNNOQQLPRQROMJQSLPSPMRMQSSOOPPNMQQMRMSNMPOKMTPQPMNNRSQKNQKQMOOLNSRJKTQOPOONPPOIMNNMLRMQLMOOKPQOPNOMONPPNLMSRLSRMJPQNMMMQONOONRROQQNOOMKPPQQQQP	distribution of function to entries;entrywise function application
fa'u'ai	non-logical connective: antirespectively; unmixed but reverse ordered distributed association.	Works together with {fa'u}; given an ordering by {fa'u}, the terms connected by this word are (applied) in opposite order.	experimental cmavo	JOI	PMOQKNNKRPUQSOMQONMPLNMPQNNNSPLRMQNNONPOMLQIPRKPJOMSJTQSONJMQRLPQQMSRUPONPNQSMOMMSPQSOLJMQMPTORLRMLQORLMPNLKPMPKPKHQORTJOOOOPMOOOMRIOPJLMQPUNSPLPOMMNQLNPNOOOQOOQOPOKKOPNNNKTMMMOLPNPONKPTMRLMNOKMLJPMNRQQPKLPSOLOOQNOOOPNORRQQOOPPPMMTMTPROOMTQRQNRSONOPOROMOPQNLLOMNKLNPORQNKMNMNQPPQQNNMQSLUPPPMRRLQSKLMONPRQJSPRKLOQORPNQOPONHPLONPOPPPQLNOOPMJNPPLQMPQONONOMNLTPPMLPONRSOQNMNNRNKNPNRMPSOQO	and antirespectively;anti-respectively;antirespectively
fau'ai	Iteratively applies "fau'a" to each resultant operator until all operators resolve.	Let matrix A = ((1, 2), (3, 4)); then A +(fau'ai) A = A +({fau'a}*) A = ((1 +(fau'a*) A, 2 +(fau'a*) A), (3 +(fau'a*) A, 4 +(fau'a*) A)) = (( ((1+1, 1+2), (1+3, 1+4)), ((2+1, 2+2),(2+3, 2+4)) ), ( ((3+1, 3+2), (3+3, 3+4)), ((4+1, 4+2), (4+3, 4+4)) )), which has all of the additions resolve (so the iteration terminates) - the result is a 2-by-2 matrix in which each entry is itself a 2-by-2 matrix. If the operators resolve after differing iteration counts, then the process continues only on the unresolved ones with the resolved ones being held constant and saved.	experimental cmavo	FAUhA	PMMKKNQKOOROPMMPIQPJOMJNPRMNUQMPQNNPQNRQQNVMOPQLPMMRNNMHMOOPPMPPQOMLNTLMPQNQTLRTPNNMQOMIQPRMPOOPQOMRPPLNMSONKLRLQNKOLMSMONTTQMJOMVPMLNNONQPPLQNOSLNNQQNROPSNOPOPLRMSQPRROONONLNMQOMLPQPNOPQTMLMQKMPNQROPPMQMNLJPNUSQPNLMQNKOSQNONPOINIRMPNNNNNSNOPNPOORONPQQQOQGOTNPLQPROLRTQONONNPNLOOPRNPNKLQNQQNOLSQQIMOMLLOOKNROKOURRPRQQLOOJMMOMLRNOIMPOLQONMOLLOOOKONKQPNQOOLMSLOOOQPQPQMLPPPOQOQINNRQOPSO	iterated entrywise function application
fau'au	two-tier function map/assignment writer notation: X1 (ordered list, no repetitious terms) maps termwise-respectively to X2 (ordered list; may be repetitious but must have exactly as many terms as X1)	So named because, in mathematical notation, the domain set of the function is written down in some order in its entirety and then, below it, the range of the function is written so that each image and preimage line up vertically with their appropriate/respective partner. Really useful when mapping from a countable set/object that is either human-small or in which the pattern is clear. Occasionally used for a more explicit form of notation for permutations (in which cycle decomposition is not necessarily as evident, but the structure as a how is, at least, explicit). The ith term of X1 is mapped to the ith term of X2; there is no knowledge of what happens to any value that is not term of list X1.  Useful for lambda calculus.	experimental cmavo	JAhOI	ONNLLNORQNPNSQPPNNSLUPLLOOKOQMMSQQMSOOONNNPMNSQNLQNRHQUROLLMMPORRNNONRNPQNQOPMPLNSQPOPNKPQMNUQOKRNOPLORLOJMKPJMLNNKMOOTOONNMONNOMPRQRMOLLTNTOYPMSQMMNQONOQMLOPMNPKQPNKPPPNNNRMNSPPNMPOPPONLSLOQSONMLQQPROORPNINNLPMLLOQMLPKPONNOLOPRNMQNQSMPOLOLNLMNRPLROQQNNPJKSMPMRNJOORRONONOQPLQLOLPIPQOPMQPPLNJMQPONNJKPNOQPMQVLNSRQNPPLPMOKLPJMMROONQRNJSRSRMPKOMMLNOPQOQSUQOPNQOLPOQQTOQRMLLRNOOQNLPPPQPM	assignment writer notation;function map writer notation
fau'e	iterated function left-composition with self: f∘f∘...∘f, n times.	First argument must be a function(al) or some object f that can be left-composed with itself (and which is unary); second argument is a real number (usually nonnegative integer) n for which n compositions of f makes sense; the result is f left-composed with itself n times and, as such, is itself a function(al) or other object of the same sort as f (therefore, it can then be applied to an m-tuple input, where m is less than or equal to the arity of f; if f is a function, then the output will generally not be a number in the codomain of f, but rather a function itself). This word is a shortcut for longer expressions. See also: {fa'ai}, {se'au}, {te'a}, {fe'a}.	experimental cmavo	XI	POOQKPONPMPNPNQPPOOKMQJPLLKLPMPSSPLSLOOQKMQLMRNPORLVIQROONNMRONQSNPNMVPNMOTSQLMQPVQMQPMQPSKOQNNMNPQPMQSLOOMNOMPLRNOPNLSROMNRNMOOLNRMQMQNJSRQQTNNTOPJOQNLNOQNMNNQMMTNPOPOOOOQNNOTORPQQMQPNRORKRMRINNKSPOSLMPNLEMOLTOMPMOMNNKMQNROKNNRKMORORPRSLKQNMPOMNQPMSRPSQMNPNMNMNONPQSRNOPQROMNNONRNMPMOORKSMLLMSSSMLLNOPNTPOPQLKSPORQQPOOONIMMNNSLNLPSOLPNPLMPMNNOKPOLPONPQPKMNPLKNOMOKKNNLNLONOTOPNNQLSSN	iterated function self-composition
fa'u'i	sumti place tag: apply arbitrary sumti application or termset	One use is to apply a termset bundled as a single sumti (e.g. with {sumpoi} or {lo}{du'u}).  Additionally, the sumti following {fa'u'i} can also include in its bundle an alternative method of how the (rest of the) sumti is meant to be applied (optionally with brevity with {ju'e}, {joi}, {ju'e}{ma'o'ei}, or a bridi).  How the application is done can be specified metalinguistically (see also {baunpli}), separately, or as metadata inside the sumti.\n\nni'o See also: {lo'oi}, for one possible way to analogize {se} for {fa'u'i}; {pli'aje}.\n\nni'o Etymology: {fa} and {nu'i}.	experimental cmavo	FA	LOMNNMSPSNPLQQOPQRSOTPPPQNLPUPOVQQOQNPNOQNQPQMNNNPQRLSQNKJMNPPPPRRPPONQNNOLRTMONMSTQNUPKPNOMRPPKMPOQQOLMKNPJQOMMNKHNRPTKOPNLPLMONPPPJOLNLPPRHQRNSRQOQPNOQRSNNPQNOPOPLOQNLQLLPQPNRNMNPPNQNLPPFKPPONPOPNLSOSQLRNKNMNPPQSPNNKNLMNNONNKMMLPQSRLMNMNPLRORKNOMQQOOLNNLLLPLRNOOMPRRONKNNNNJNNPOSNJJNLONLMMHMPQRNPLOTMROMPSNQOSTMOKRPPLOKLLJKMQNPKQSILNQQRMPOROMOOPQOPTQOQOQPPQQQNNPQPJNNMONKNPRPMSPOMPQ
fau'i	mekso ternary operator: inverse function of input function $X_1$ with respect to its input $X_2$, taken on branch or restricted domain $X_3$ ("domain" being of $X_1$).	The output of this function is itself a function of the same arity as $X_1$. $X_3$ often omitted due to obviousness (or due to lack of need/due to well-definition) or convention. $X_1$ should be a function supplied in "{zau'au}" quotes; that function itself should be at least unary and the input against which the inverse is being taken in an n-ary $X_1$ is $X_2$. $X_2$ should technically be a input slot index or domain (or subspace/projection thereof), but a named and non-evaluated dummy variable symbol can be supplied if the slot ordering or domain terms (vel sim.) are not well-specified. Because the output is a function, it can itself (that is: the output's self) have an input; use "{bai'i'i}" or an equivalent thereof for this purpose in most situations. For example, if $f(x,y,z)=w,g=fau'i(f,2),v=(x,y,z)$, and $u=bai'i'i(v,2,w)=(x,w,z)$, then $g(u)=f^{-1}_2(x,w,z)=y$. In English notation, "$fau'i(f,n)$" might be notated as "$inv(f,n)$". See also: "{fau'e}" (this word acts as a better-specified case of iteration order $n=-1$ for "fau'e").	experimental cmavo	VUhU	MPNQLJRPTOQMSOLQOLOLSPJNNLOOQOLQRPNUQLPOLLRNPPLMNNNTJSQPLNOLOQQOQPKMMSMOLNOOSPQQRPQMPTHMPONJRORMRPLQNONNJPQMPJLJRKMPPMRQMOKOPOQOMSPLMPNLKQNRLPPRSRNLOQKNOOOLLPLROOMNNOPNNPNNQNQONNNQPLQLQQPRNLOQKMMKSRNROQPNPHOONQPPROSKOMKNLNQONSKMJNVOSMNPPNNSKNNONPPQIRPQQRKNNPKMQMLLQPQSMNOOPKLKNRNTOPRQMOSPMPPOPNSRONNNMOORMTOQJNRRMLQQKNQOLMQKNLRNRMQPNJOQRQNQQQQKPMLPPPQRRPLQPOKLNNNPNOQOOMMNNMRNMPNORTQM	inverse function
fau ro da	any way, under any events		cmavo-compound		NPMOPSMKPRPOMOQMOSKPQKMOONPPMNOJLPQMNRQMPMOOPONMNRPOPPQNMMPPNMKRNQPPSPQMNOPQQPOPLLTORSMTROIPSQKNPNQSPQJONPMONNLNVLNQNROKPPPPMOQOPMMNNQOMPNQSRFSONQQPOJMMQQMLOQMPKOOPLNQPPMKNMOQMONQOJKPQPNRPRPQMJLNKOJNNOKKPPRQSMNPSTMNPNOHMOJJONLMNNOUPSROQQNPPPTKOKLOPPPUQMLOOIPPOPOMRPQMVOQMPRRMPQQPPSMRPPMPNRQMRNPPNJOOOPQMLNOQLQOOMQJILTLQOMQUQOSOPPQOOOPSLQOLPOSPPOQNQOONNOMRLOPPOQNOSPPMHNOMMONMPPNLRRLPO	any way
febvi	$x_{1}$ boils/evaporates at temperature $x_{2}$ and pressure $x_{3}$.	Roil (= {febjicla}).  See also {dunja}, {lunsa}, {runme}.	gismu		LLOSOKRNTJUKQNPJKMMLONMRSOPTQPPMMORSOMLPOLRPQSLPNLLPLRNMNMLPMTKPMMOOOSNQNPNOPLOQPNMOLRQLQPOQLSOQROLMIMKNNNQOPONLRMMNLNIKLNOOMJPOPPPPJOIOLMPNITPNUUOMORPONPQKJQQMLPOPOPOQNMRQNQJPQLOPPOPMPOLNNQNNOOKNOQLPPNOOOPOQKKLNLNPRSQKMRNLOPOKSPLPRPNOLIPNTOPOOLPNRORQOMQMNOQJTTKMOTOOPPROLQORMPPPPONMLSMSQKOPOQIUPPOLPNOOPNRMQOLRONOPQQQTOMNQOMNROVOMRPOPNNOONPOONPMOQMMOPPPQSPPKTJLMMOOPQPQPPRMMONPRNRRRO	boil	feb;febv;febvi
fe	sumti place tag: tag 2nd sumti place.		cmavo	FA	OQNLMPURQMMMOPKPPQRORLPNROLTRMNPPNNKLPSNRPNKQQPNOPPQQPQRLHPOSOOQSLNQJPTQSOPOLPROOMOPJOPNPMNQRRPNMROUNRKNQMPNPLPQMOJRVRQJKPKIOKOOOMPQNPKMNNQHMOQMTNNMPRQMSSPLQPROMPPPONOLMPKKPOPPRRJMQOMROLPOHMOMPOQPRQLPOSSPPNNOMKOQQPQLPRQPNPNONOOORLPRRUONPQQPPRNOMPOORQSOJLNLKNSLNKORLQQPNNRONKOKJQONOPLMPOPQNOKMKSPQNPNRQRQKONPPQQTNMMKRNNLOINKOOMPNMONSOJMQOONMOPNNNOONPOVQMNRONNPMPPPQQMLNNJPKOPPOMMMSOPQQ	2nd sumti place
fe'a	binary mathematical operator: nth root of; inverse power [a to the 1/b power].		cmavo	VUhU3	NQKQHJPNQNLNQONUMPONOPLOSKPNSNPNUNNRTOPONORRNMOQPPOQNNPOOPQPQQLMSPOJLPLINOMLLOOSMPQOPMOSRQMMUPSNOPMRLPJOIPNQPOSOMMPNMOOOOPPPPNROORPNMTNNLTQRQLNQSNOKOPKOQMRORPNPPLMPRMQOMOPOMNOMPPOMOMQOPUOSRMPPIMPMMOMQNPMMQMKOJNSNQOKOLKNPPQOOLMOONNRMONQOQNQOOLOQMSRLKROSRQMNPLKQNLQQOOSPNMPQQNPOPSLPNQQMKPTSLQKQNONQOPKKQMQNNXLMMNSNPMNPLLPOMNQLTOPLQJOPLNRORKMONNWMMOIMSPNSOOJRPQMPLKNQJMOOOOOONOOOJNMTOQOO	nth root of
fe'e	mark space interval distributive aspects; labels interval tense modifiers as location-oriented.		cmavo	FEhE	OORNLSQPPLQLOPOMROPQSQMPSSNPUQOUPOPROOQLOOSRNPPPJPLPMNQQOQPKPPNMMQLQORLRMOOQPPQKQOOQOMNPMLRLQONLMRSPOPKNNNLONNMMNNOMOLXJPMNONMQOOLNQQPIOQPQQOOTQQQLOLNOOROMMLOLPNOORLMPNKPNNSSPQPQNRQHQOQRNSOQTJPNNOTSMOOTOKMPLNMMNPQKROLKNMPSLOONLPLMPQPRKLMONOOLNPTMLOPNPLLPJJNLNLNLNQOMPTNPOPLOOONOMQLKPOOMQMQLPMKNTNKOKOUPONOPOTLVMQQNNSMQOOIPKNOPOQMQQPLLOOQOLVQROLNNQQUPSQPONONOOOMKNRTQPRJMMOMQPPONQPQSLP	space aspects
faurtei	$f_1$ is an event that has time/temporal duration $t_1$ ranging from starting time/event $t_2$ to ending time/event $t_3$.	Made from {fasnu} + {temci}.	lujvo		OOSQQPONUMTLOPPNMKMNROMROPNMTROOPOOSOMPNNJRPORNLJRORMOSPMNNKMUMOMQKOQPNPLSNLVPPOOOQOOPMROPNOQSNNPQQONPIQPMLLNOQINKNTJQPPQSJMMLUOMLKNNRLONQONIMRPPSNMNNMPQOOQLONQMOOLOOPPMMKMNNQMMNPNTMQMQPJRQMRONNNNRONOUOPJROMUKLOMPORNMLINOQLOOQLOPLOTPQLKNMMOSLMSRKKKOQSMPQLMNNJNPLOKSLQQNQNOONPNQQQOMKPONMQSMRONNMRTJOKOMPQNMNQOLOPUOOMPMROOPOOJOOQOTNRPMOMOPOQQSONLJQMSOJQPPNNNPKOPRMMSPNOOOOQONKQRQOPMQROO	duration		fasnu;temci
faurza'o	$x_1$ (event) is continuing beyond its expected duration/endpoint.	Synonymous to {za'orfau}. See also {za'o}.	lujvo		OLSQQONRUPUPPOOOPHKQSPNRMQLMSSNONPQSNNPMNKOPSQMLKPNPOORNMJMLNSOPOOLPQUOOLTRNSNOQOMTNOQOOOQMMPTNOOMNNNOKOPKLMONOHQJMUKPNNRRLPOLUONKNMORMNNPPOKMPPMSMNPMNPOSOSNPNQMOKMNNPNMNJONLQLJLPOSOPNQQJQPMQOOLNMQQQPSNNKNORTMKPNNNPLMNKOPRLOOQMRNNPSPOMNONPPTPPRRMJLQRQNMMMNMPNPPMNLQNORQQNPQONMOROQLKKNPKQQNQOPOKRTHNMPMLRNJPQMONNTOOKOMQNOOOPJRNNOTOPNOPMNPPOOOQMILQOSMHPNPONPRMRQTMNTPOQQOPROLJQRQPOPRPNP	superfective		fasnu;za'o
faurze'a	$x_1$ (event) increases in intensity/amount	See also {zenba}	lujvo		PMSSQOSPVNSNOQRRONGKOKNQPPPOSOOORNPONNMQMKQOQPNNKPRQPMPPOMQKJUPONPOOOTRQNOOMOOPQQLNNQPNMKTONKUNNLLNQNQLTNLNQNTSKPMNTNTJOQNGQNNROPNMNNPMMMMLTLOOKMVMMLOLQNTQQJOPPMKLMQOPOLPLMNPPKLMOOSOROQOOQQNSRPPLMOQPRSLONOONPKLRNNOOPMMPMSOMONSLOPOQROOQMHLOMPSNPOONMOQOPPNJPLQNPRNMLQPPQOOQMROPLRTOQLKJPMMLPNQOMSMQQLPLNMOOOIPQLKRMRNRJPMMPOLMMLSMNQPLQORNPNQPOMORPLMQNVNLRMOOPONMQPNKPSPOOMQOPONKPPOSOPTMMN	increase		fasnu;zenba
fausno	Process, event $x_1$ unfolds slowly, relatively to similarly-structured events $x_2$.		lujvo		ONRORKLMWQRNKPPNOKJPMLMPNQMMTNPPNPTVNMNOPNNQPOMMKNJQLMRSPONLNPMRPSPNRRPSJROLPNMKPMONPOMMNONOROQPQQPQOWKRMMMPJQPJOPLQMQMRPQKNLMRONKKNNRNMNRNNKMQJOTKOQQLNQOOPOPLQLOPNQMQMKOJLMLNNNNRRROPNTOMURPLQOONNSMOSPKRMPNLQLNNOQNOOLONOPOPOOKORPMMMNPLMNPQQUQRPPTKNNPPMPOKNKOMQPNOIRPMPOPLOPQNQPPPRLJKPPOOQUPOMPMRQHRNOMPRNORPNLQPONQOMSRMOQMQNROOSRMLPLQQOOOMLSPNNJNOSNJKONQOPROQMQQNRPOLMPQMOKNRSRNQQPPPO	slow		fasnu;masno
fausto	$x_1$ (event) is constant in intensity/amount	See also {stodi}	lujvo		QOSRQPTNVPTKPROPOLHMONNOPPQNUPPNQOOONKORNMPOQPONLQUQOLSQPNPJMUPONONOPTOQNNNLQOOQOJPMSQNNNRMNOROOMNLPNPLUMKNPNSRJPNNQOSLOQPHQNMTOONMMMPONMONTIOOOQTNKMPLOOROPKNPPQMNJOPNMMPNJPOPMMMPPSORNNQNQOOSSOQJNOOPRRKNMNNMSIOOPNOPPKPQOQMMONTLPOPOPPQOOGLNOMSMPNOMMNPONMPINKOLNSNNMPOORNNSKQLPLQTPTJNKPOMNSNQMOSMQQKPKPNLPQKONLLPORMRKQMNOOLMMIQNNMPORMQNMOQONOPRMLMONUOORMQONKQNPQOLPTORONOQPOMLRPQRONRQNM	constant		fasnu;stodi
fautce	$x_1$ (event) happens intensely/in a great degree	See also {mutce}	lujvo		QMRSQMQNWMSPPPROOMIPNLLPOOQNSPOONQOVPMPOLJSNSQPNKPMPOOQQOKOMLUPOQPNPQTOOMQONPMOSSNPLPOOQOSMMQRNPONNPNTJSPLLMNMNJQMNSMQLOOQJONNQOSMMPOOLKPPPPOONMKQMPMRKONTSQMPMOLNMONOQNMNIMOPQLNJONSOQOQOMQPMOONLLKPPNRSHOOPMORNJSORQPLMNKMTNJOOPLTNMOQLPPLMOQLRSMSOMOLQQQLOLKQKONROMNLOOOTNPOPORMNOQRQMJJPONOQOPNOPOSPGQMPNNPQKPPLMPMRPLKOMMQOLNNKQOOOPPONNOPOUQNNQROMLQMRLLONOMNPRLQNSMOUQMQMQRPPOLPSORNNXSKM			fasnu;mutce
favgau	$g_1$ develops $f_1$ into $f_2$ from $f_3$ through stages $f_4$.		lujvo		QNRRNNOLTOULSPTRKNNOOOOOPONNVNNROPNUQOSOMKPLPPOPKMJMLPPSMONNLPPNNONPORONLQMPTNQONRMOMQNMLPNOMSMMNKPPORNNNMOOPOPLPNOSIMNOSQLPLKOOPOPRMPNPLNOLIQPOLROQMONLOQTNJPNMNPKMPOPQPLKONSOJNJPPQQQLLMLPONMSMMOLQNNOQOOINQSQNPNNQNTLPRHKPQMOOSLNMNSQQQJLMOPLTRNSQOKQPQQTOPOOMRKMLKOMQMNTPMQMNORMNJOPSKOONNOLMQPPROPSNNMNIMPNKMPMOORRMPLNLMPOLNQPOQOQSNMPPQOOPRONQROOLMMQLNQOOPRNQNRQPPNRLLMOOLUNOIRQPRMRRTVO	develop		farvi;gasnu
favmapti	$f_1$=$m_1$ is homologous to $f_1$=$m_2$ in property/aspect $m_3$		lujvo		SQUQNQQLTNVLPPUOJMNRPNNQNONOSQNTJOPQSKRNONRMNPONKMMPMPRRNORIOTOLMLNNPUONOOMQSNQNKLPOMRMMLNPMQQOKMQOPPPPNOMMLROOIPPNNONONQNOPRLROPPPMLPMPLQNQERLOLQMQMPKOONRNIPPMPRLOONLPNOLLRQPOJJPQRQNKNQNQMMQLLMOPOMPPPRQLNNOSLLOLMNSOONLORPOOJNMNLNUQNNPKKNRQMOPUONKROPORSQOKKLKKOPPPPLOTRMPNQNNOTNPRMLKPOMPPLMOKOMNQMPPONMTOMNOONKOSNMNNKNOOLMQKLOQOSOPQMOMMNOPSPNOLOONSLOPOOQPOTSOKPLMQSOSPNPPQOLNONRQMQPSM	homologous		farvi;mapti
favyke'u	$x_1$=$k_1$ is a redevelopment / replay of $x_2$=$k_2$=$f_1$ developing / evolving into $x_3$=$f_2$ from $x_4$=$f_3$ through stages $x_5$=$f_4$ for the $x_6$=$k_3$'rd time.	See also: {jarco}, {vreji}.	lujvo		PMRPNOPLTNVMTNQPLNNOOOOPPPNPSPOVMPPUQMRPLJOLPTNMKMQPMNRQMONLPPSOKMMPQQPLNMMOTNOMNPMNMRMMQOMNRRONONONNRNNNJNOOMOKQMORKLOPROLONMQOOPKOLOOOLKROIQNNMRMNLOOPPPROLOOPMPKMQONPMMLMOPPLMJRQQPOINNJPQLOQMMRRSPNOPQQKORQSKOKNPQUMNNHNNQNONQMMLLRQONILNNOMROLUPLLOORPRQNNMMPKNPILLQMNTPNMNNLUPPNQPQNKQPMOQHQPMONOTKLMMKOQOJMOONMPSNNMMKQOOOQRLOLOOUNPOOOLONQOQRQMOOOOQNJSOQPOOTOQRNLMSPONNNIQONLQRQROORSPO	redevelopment;replay		farvi;krefu
